"Task Type","Task ID","Task Custom ID","Task Name","Status","Task Content","Assignee","Priority","Latest Comment","Comment Count","Assigned Comment Count","Due Date","Start Date","Date Created","Date Updated","Date Closed","Date Done","Created By","Space","Folder","List","Subtask ID's","Subtask URL's","tags","Lists","Sprints","Linked Tasks","Linked Docs","Time Logged","Time Logged Rolled Up","Time Estimate","Time Estimate Rolled Up","Points Estimate","Points Estimate Rolled Up","Affected by (tasks)","Affects versions RaaS (drop down)","Comentarios (text)","Component-ok (labels)","Fix Version RaaS (drop down)","Jira ID (text)","Orden (number)","PM (drop down)","Projects (drop down)","RN Client Description (text)","RN Int Description (text)","Release (drop down)","Release Name (drop down)","Release Notes Client (checkbox)","Release Notes Internal (checkbox)","Released (checkbox)","Review (drop down)","Revision (drop down)","Target Version RaaS (drop down)","Type oz (drop down)","🤓 User Acceptance Criteria (text)"
"Task","86dycy1cp","RAAS-6362","Change value for description of Transaction in CRB API Call","in qa","Context
For CARD transactions it was identify during production testing that the information that is provided in the API call to CRB in the fields
AFT Transaction API = /api/PullTransaction
""RequesterName"":""HWAY by Leap""

OCT Transaction API = api/Transaction 
 ""SourceSenderName"":""HWAY by Leap""
Is provided to the end users in their bank account statement as description of the transaction, which is NOT DESIRED

The Product / Business team defined that a static value ""SEND transfer"" was required to be used in this case (see screenshot of chat below)
 
Work to Be Done
the Platform needs to send the mentioned information in the fields mentioned 

AFT Transaction API = /api/PullTransaction
""RequesterName"":""SEND transfer""
 
OCT Transaction API = api/Transaction 
 ""SourceSenderName"":""SEND transfer""

Acceptance Criteria
this is a general acceptance ticket. Overal the funding with card and the send funds to card needst to work with no issues
For testing purposes the logs and the CRB explorer in sandbox can be checked by QA team, as displayed in the following image



","[Christian Galán]","none","Validated over INVEX 1.13.7 in the following Devices/ Platforms/ OS Versions:   iPhone 14 Plus/ iOS 18.6.2 -  Working OK   Moto G15/ Android 15 -  Working OK     ACCEPTANCE: Overal the funding with card and the send funds to card needst to work with no issues    ",1,0,"","","Tuesday, November 11th 2025, 3:59:56 pm -03:00","Monday, February 2nd 2026, 6:01:16 pm -03:00","","","Vanesa V. Vilas","Numi RaaS","Backlog Management Numi","Technical Requirements - TA RaaS","[]","[]","[backend]","[Technical Requirements - TA RaaS, 1.13.6 ROSE (UX Enhancement), 1.13.7 COFFEE, PROD Issues]","[]","","","","","","",,0,"","","","","","","","","","","","","","","","","","","","",""
"Task","86dya27ez","RAAS-6441","Prevent the user to send the Billing Addres info multiple times","Closed","Context
When the user is in the flow to add a card, and the first validation returns AVS fail, the user is required to provide a billing address instead (see screenshot).
If the user tapped -by mistake, maybe- multiple times in the ""Confirm address"" button, the request to add a card was sent multiple times, causing the backed layer to add the card, one time,  but eventually sending an invalid card event to the mobile layer due to the concurrency of the requests.
This caused the user to be informed that the card was invalid, on one side, and then visualizing the added card within their valid payment methods, which was extremely confusing

Work to be Done
to avoid this isusue, the mobile layer needs to modify the interaction of the confirm address button to allow the user to tap it only once

Acceptance Criteria
the user will be able to add a billing address, and confirm such address only once, in csae of AVS fail, and the card should be validated with no issues
If the card is valid the card will be added and be usable in transactions, if not, the user should be informed properly and the card not available to be used.




 
","[]","none","     Validated OK   for INVEX - ASK NOW Y SENDIT NOW 1.13.6 ROSE REG. on the following devices:       iPhone 8 - iOS 16.7.10   Samsung Galaxy S20 FE – Android 13       ",4,0,"","","Tuesday, November 4th 2025, 3:54:11 pm -03:00","Wednesday, November 5th 2025, 10:35:05 am -03:00","Wednesday, November 5th 2025, 10:35:05 am -03:00","Wednesday, November 5th 2025, 10:35:05 am -03:00","Vanesa V. Vilas","Numi RaaS","Backlog Management Numi","Technical Requirements - TA RaaS","[]","[]","[mobile]","[Technical Requirements - TA RaaS, 1.13.6 ROSE (UX Enhancement)]","[]","Issues in UX(messaging and interaction) when Adding a Card results on Error or Invalid: https://app.clickup.com/t/86dy616ua)","","","","","",,0,"","","","","","","","","","","","","","","","","","","","",""
"Task","86dy86kme","RAAS-6323","[BUG] RaaS–Lola Vision integration failure: No ID scan requests received despite user attempts","code complete","Product Description:
We have detected an issue affecting AskNow users attempting to scan their INE/IFE using the Lola Vision service. The users are getting stuck on the capture screen with no progress or error feedback.

The Lola team has confirmed that the Lola Vision service has received no scan requests since yesterday afternoon. This indicates that the issue is not with Lola Vision itself, but instead with the integration layer between RaaS and Lola Vision.

This issue is preventing successful ID scans and onboarding flows for users, resulting in user drop-offs.

Next Steps:
It needs to verify if the RaaS implementation is correctly forwarding ID scan requests to Lola Vision.


Note from TA
The issue was at user device level, the call to Lola vision was not made due to the fact that the device could not perform the feature for hardware reasons

The following was reported by development team
Vane, este suuario: +52 83 3717 5344
 
está en nivel 1
 
se dió de alta el 26/10
 
ahora revislo los logs a ver si se intenetó subir los ids
 
y no hay llamdados al servicio de subida de imagenes para ese numero desde el 26 hasta hoy
 
quizas el problema es otro
 
no le abre el componente de la camara, es un  ZTE Blade L9 el telefono
aunque es un telefono con pocos recursos de hardware

Below is the video of the interaction
 

","[Eliab Acevedo Avila]","NORMAL","This seems to be an isolated issue, should not be handled as a hot fix, removing the tag and awiatingin re-prioritization  ",2,0,"","","Thursday, October 30th 2025, 2:45:32 pm -03:00","Monday, March 9th 2026, 1:16:30 pm -03:00","","","Judith Tapia","Numi RaaS","RaaS PRODUCTION","PROD Issues","[]","[]","[not-hot-fix, mobile, no va]","[PROD Issues, 2.X TANGERINE, Kanban R&D, Technical Requirements - TA RaaS]","[]","","","","","","",,0,"","","","","","","","","","","","","","","","","","","","",""
"Task","86dy616ua","RAAS-6317","Issues in UX(messaging and interaction) when Adding a Card results on Error or Invalid","code complete","There is an issue in Raas Middleware that is causing the Card Payment Method Validation process to work erraticaly
Actual Behaviour
when the card vadliation process needs to request the billing address, it is displaying a generic error message(as a toast) instead
when the card validation process needs to display the error that the user has achieved the amount of cards allowed, it is displaying a generic error message (as a toast) instead
when the card validation process rules out the card as invalid for the type of transactions, it needs to display an alert message, it is displaying a generic error message (as a toast) instead
when the card validation process needs to display specific error as a toast when the card is not valid to be used for the transaction,  it is displaying a generic error message (as a toast) instead

Expected Behaviour
1) In the following scenarios the Toast needs to be displayed with the error message 
The Generic Message that is displayed as default when there is an unhandled error  (e.g server or commmunication error, an API error)
 ""We can’t verify your card at the moment""

2) In the following scenarios an alert screen needs to be displayed:
The Card is considered invalid after the card validation process
The alert will have the following details
   title: 'this card is not elegible for this transaction'
   description: 'please_try_another card
   buttonTitle: try_other_method
 
the card cannot be added because the weekly limit has been reached
 The alert will have the following details
       title: 'weekly_card
description: 'please_come_back_weekly
      buttonTitle: try_other_method

the card cannot be added because the monthly limit has been reached
   The alert will have the following details
          title: monthly_card
          description: please_come_back_monthly
          buttonTitle: got_it
3) When the validation of the card returns a failed AVS, the flow to replace the Billing Address needs to be triggered

For Testing purposes:
the AVS scenario can be reproduced in QA with the Mock (MOCK AVS FAIL)
the rest of the scenarios will be either validated on PROD or with the help of Mobile Developer changing the values in execution time


","[]","none","PROD =    image.png  ",5,0,"","","Friday, October 24th 2025, 2:39:56 pm -03:00","Tuesday, November 4th 2025, 3:39:31 pm -03:00","","","Vanesa V. Vilas","Numi RaaS","Backlog Management Numi","Technical Requirements - TA RaaS","[]","[]","[prod-testing-required]","[Technical Requirements - TA RaaS, 1.13.4 ROSE]","[]","Prevent the user to send the Billing Addres info multiple times: https://app.clickup.com/t/86dya27ez)
Update Card Error Message for Non-Pullable Cards: https://app.clickup.com/t/86dy3z917)","","","","","",,0,"","","","[RaaS-Backend, Mobile]","","","","","RaaS","","","","","","","","","","","Bug",""
"Task","86dy56k5g","RAAS-6310","Enhacement to allow a Card to be linked to more than one user","in review","Product Description:
Please implement the following updates to the card addition logic:

2. Duplicate Card Rule Update
Update the logic for handling duplicate cards across user accounts:

“The same card can be added across two or more user accounts, even if the card is deleted from the initial user account.
Example: Card A is added to User 1’s account. Card A can also be associated with User 2’s account, regardless of whether it is removed from User 1's account.”

This logic ensures a more flexible handling of shared or family-used cards while maintaining fraud prevention.

Job to be done:
Duplicate card logic allows the reuse of the same card across accounts.
","[Vanesa V. Vilas]","URGENT","",0,0,"","","Wednesday, October 22nd 2025, 6:44:55 pm -03:00","Friday, December 5th 2025, 2:05:56 pm -03:00","","","Vanesa V. Vilas","Numi RaaS","Backlog Management Numi","Technical Requirements - TA RaaS","[]","[]","[hot-fix]","[Technical Requirements - TA RaaS, Kanban R&D]","[]","","","","","","",,0,"","1.13.3","","","","","","","","","","","","","","","","","","",""
"Task","86dy56e2w","RAAS-6309","Handle no face Present Error","in review","Context
the service that provides the face recognition and analysus was having issues when the image used could not provide a ""face"" (either because it was not taken correctly, blurring issues, etc). 
In the past, this type of error will return a ""Internal Server Error"" with no other specifics.
It was concluded that the API Face Id needed to be enhanced to return appropiate messages, and the platform needed to handle the correct clasification of the error 
 
Work to be Done
The API Face ID was updated with the detail present in the attached documentation
The Platform needs to process the new format of the error messages, as stated in the document,  from the API, to allow a clearer handling of the image capture issues, 
TBD is the platform handling this situation specifically already or it is required to define how to handle the Face no Present Error specifically

","[]","none","",0,0,"","","Wednesday, October 22nd 2025, 6:34:16 pm -03:00","Wednesday, October 22nd 2025, 6:39:02 pm -03:00","","","Vanesa V. Vilas","Numi RaaS","Backlog Management Numi","Technical Requirements - TA RaaS","[]","[]","","[Technical Requirements - TA RaaS]","[]","","","","","","",,0,"","","","","","","","","","","","","","","","","","","","",""
"Task","86dy2pd6j","RAAS-6285","Add new fields to Arcus's payments API to comply with SPEI Remmitances (Transaction 36)","Closed","Context
as per a new guideline enforced by Mastercard, the remmitances to mexico that have as destination a SPEI, need to comply to have the sufficient information for this type of transaction (called transaction 36)

See attached documentation for Full Context

See below Product Requirement

Product Requirement Description: 
Add SPEI Remittance Fields to Create SPEI Remittances Payment in Arcus API
Arcus is enabling Transaction Type 36 as a payment type to classify SPEI transactions as remittances correctly. This ensures compliance with Banxico's AML and Compliance procedures. Beginning October 27, 2025, the use of Transaction Type 36 will be mandatory for all remittance-related payments.

To comply, Leap must update the Arcus API integration (Create SPEI Remittances Payment) to include the following required fields in the payload for all remittance transactions:

remittance_type
remittance_id
country
currency
foreign_provider
national_provider
ex_rate

Important: Failure to comply may result in rejection of remittance transactions by certain SPEI participants.

Deadline:
October 27, 2025

Reference:
Arcus Email Communication – October 8, 2025
Documentation link: https://developers.arcusfi.com/docs/payments---spei-remittances/wz3hipv4tfwam-create-spei-remittances-payment

Work to be Done
The platform needs to include the fields mentioned in the product requirement to the curent payments API call, with the following detail of the field values

""remittance_type"": ""inbound"", -- fixed value
    ""remittance_id"": ""RMMX"", -- the id of the transaction in Numi Platform
    ""country"": ""US"", -- origin country, fixed value as it's always US
    ""currency"": ""USD"", -- origin currency, fixed value as it's always USD
    ""foreign_provider"": ""Leap Financial"", -- fixed value, leap financial is the foreign provider
    ""national_provider"": ""IFPE KLU TECH"", -- fixed value, this is the corresponsal bank
    ""ex_rate"": ""19.2500"" -- exchange rate of the transaction


The following needs to be considered 
1) The flow of the Arcus SPEI Transaction  will be executed as it currently does invoking the    API
2) The Response will be handled as currently with no changes, 
3) The response will contain an ""echo"" off the mentioned fields, as described in the reference documenation - this last piece can be taken as validation piece for testing purposes

Considerations for QA Team
This taskj should be handled as general acceptance of the ""send to UBN"" scenario
since the fields cannot be tested, we need to ensure that the changes made do not jeopardy the current functionality

","[Christian Galán, Claudia Bolaños, Alvaro Andres Obregon Carreño]","none","Validated over INVEX 1.13.7 in the following Devices/ Platforms/ OS Versions:   iPhone 14 Plus/ iOS 18.6.2 -  Working OK   Moto G15/ Android 15 -  Working OK    ",8,0,"","","Thursday, October 16th 2025, 12:39:45 pm -03:00","Wednesday, April 29th 2026, 5:08:54 pm -03:00","Thursday, November 13th 2025, 5:11:58 pm -03:00","Thursday, November 13th 2025, 5:11:58 pm -03:00","Judith Tapia","Numi RaaS","Backlog Management Numi","Product Requirements","[86dy5mzfp]","[https://app.clickup.com/t/86dy5mzfp]","[prod-testing-required, general-acceptance]","[Product Requirements, 1.13.7 COFFEE, Technical Requirements - TA RaaS, Kanban R&D]","[]","Change value for description of Transaction in ARCUS API Call: https://app.clickup.com/t/86dycy1p6)","SPEI Payments with Arcus: https://app.clickup.com/1238940/v/dc/15tww-59737/15tww-24017
Enhacements for Remmitance Transaction - Type 36: https://app.clickup.com/1238940/v/dc/15tww-59737/15tww-41777","","","","",,0,"","","","[Backend]","","","","","RaaS","","","","","","","","","","1.13.5","Platform Enhancement","When the SPEI transaction is executed with Arcus the fields mentioned in this task should be included in the request to the Arcus PAAS API call. The response of the call will contain the same mentioned fields as an echo (same values). For testing purposes the log of the call should be identifyed in the log system

"
"Task","86dy1ugq1","RAAS-6277","User ID Not Displayed in Console","Closed","Product Description
When accessing user profiles via the Console (production), the User ID field is not visible or displayed. This issue prevents internal teams (e.g., Customer Support, Risk, Compliance) from referencing or using the User ID for case handling, manual actions, or audit purposes.

Steps to Reproduce:
Open the Console.
Navigate to a user profile.
Observe that the User ID is missing from the main profile view and/or detail tabs.

Expected Behavior:
The User ID (for both senders and receivers) should be clearly visible in the Console.

Reference: 


Image from the Issue Happening
 

","[]","none","Closing as this is working ok in prod, see evidence above  ",3,0,"","","Tuesday, October 14th 2025, 1:01:24 pm -03:00","Wednesday, October 22nd 2025, 11:43:30 pm -03:00","Thursday, October 16th 2025, 5:48:29 pm -03:00","Thursday, October 16th 2025, 5:48:29 pm -03:00","Judith Tapia","Numi RaaS","Backlog Management Numi","Product Requirements","[]","[]","[hot-fix, requires-prod-testing}, prod-testing-required]","[Product Requirements, 1.13.5 ROSE, Technical Requirements - TA RaaS]","[]","","","","","","",,0,"","","","[Operations Console, Backend]","","","","","RaaS","","","","","","","","","","","Task",""
"Task","86dxqcewq","RAAS-5814","Add Fix for VGS Vault configuration to handle 503 Errors","review accepted","Context
due to certain errors experienced by QA team in the adding of the card it was identfied that the tokenization process was not properly configured at VGS Vault
The upstream url was a generic development tool url
This caused that VGS will not be able to execute the tokenization due to the failed of the upstream url (it returned 503)
After investigation it was defined that the approach to fix this should be implementing a service that is published as http in one of our servers, and use this service as the actual url of the upstream route.

Work to be Done
The Platform need to implement a Service in all the environments
The VGS Vault configurations for all the environments and projects (HWAY and RAAS) need to be updated with the corresponding configuration


","[]","none","",0,0,"","","Wednesday, September 10th 2025, 5:31:43 pm -03:00","Wednesday, September 10th 2025, 5:34:13 pm -03:00","","","Vanesa V. Vilas","Numi RaaS","Backlog Management Numi","Technical Requirements - TA RaaS","[]","[]","[non-qa, hot-fix, requires-prod-testing}]","[Technical Requirements - TA RaaS, 1.12.9 PEPPER (Events)]","[]","Enhacement to obtain Card Network from Add Card CRB Response: https://app.clickup.com/t/86dxqcbcd)","","","","","",,0,"","","","[Backend]","","","","","RaaS","","","","","","","","","","","Platform Enhancement","The VGS Vault need to be configured to acces the upstream url of the new service
The users in all the environments shjould be able to add cards using the VGS-collect form or the tokenization POST with no issues
The tokenization process should work with no issues
"
"Task","86dxqcbcd","RAAS-5813","Enhacement to obtain Card Network from Add Card CRB Response","code complete","Context
It was identified during the testing of the VGS Vault Fix (see related task) that the card network identification logic handled at UI, level may cause issues with the correct data of the card.
It was defined that the Card Networkd and the Card Name need to be handled / defined at Numi Platform level usgint he information from the CRB Add Card Endpiont's reposne. which is the actual information provided by the networks and not a guesstimation from the Mobile logic.

Work to Be Doine
The Numi Platform need to identify the Card Network Data from the CRB´s Add Card Rresponse, and use it to define the field ""Name"" in the Card Object in the platform, togeter with the last 4 digits of the card
If the Network is Mastercard the name will be MASTER-XXXX
If the Network is Visa the name will be VISA-XXXX

This name is used at Mobile level to identify correctly the card for the user

","[Alvaro Andres Obregon Carreño]","none","",0,0,"","","Wednesday, September 10th 2025, 5:27:15 pm -03:00","Wednesday, September 10th 2025, 5:43:37 pm -03:00","","","Vanesa V. Vilas","Numi RaaS","Backlog Management Numi","Technical Requirements - TA RaaS","[]","[]","[requires-prod-testing}, hot-fix]","[Technical Requirements - TA RaaS, 1.12.8 PEPPER Bug Fixing]","[]","Add Fix for VGS Vault configuration to handle 503 Errors: https://app.clickup.com/t/86dxqchy7)
Add Fix for VGS Vault configuration to handle 503 Errors: https://app.clickup.com/t/86dxqcewq)","","","","","",,0,"","","","[Backend]","","","","","RaaS","","","","","","","","","","","Platform Enhancement","When the user addes a card and the card is properly validated to be used, the user should be able to see the card details with the true information provided by CRB. e.g. if the card was a Visa, he will see the name as Visa-XXX and Master-XXXX if the card is Mastercard 
"
"Task","86dxq2xqk","RAAS-5802","Handle Twilio 404 Error","code complete","Context
it was identified in production testing that when Twilio returns 404 error this could be due to a invalid number (invalid resource) and the platform was not handling this type of error in a right way.
The re-attempts mechanism was applied when it should not
An alert was rised for IT Desk, when it should not

Work to Be Done
The Numi Platform needs to handle the 404 Error as follows:
handle the number as an invalid number from the first time this error is returned,
Remove the re-attempts mechanism, when this error is returned
Remove the trigger for an Alert for IT Desk, when this error is returned 

See Linked document from the notes of technical meeting held to discuss the implementation definitions and details
 
","[Claudia Bolaños]","none","Si hay otra excepción con Twilio, ejemplo el 401, respondemos Invalido por ahora, pero NO lo registramos en el histórico PhoneValidationViews.   ",1,0,"","","Tuesday, September 9th 2025, 6:57:44 pm -03:00","Thursday, September 11th 2025, 12:51:32 pm -03:00","","","Vanesa V. Vilas","Numi RaaS","Backlog Management Numi","Technical Requirements - TA RaaS","[]","[]","[requires-prod-testing}, non-qa, hot-fix]","[Technical Requirements - TA RaaS, 1.12.8 PEPPER Bug Fixing]","[]","","","","","","",,0,"","1.12.9","","[RaaS-Backend, Backend]","","","","","RaaS","","","","","","","","","","","Platform Enhancement","When this error is provided by Twilio the user will not be able to use the number provided
"
"Task","86dxnv50b","RAAS-5798","Internal Server Error on Face Recognition Feature (cloned from HWAY prepaid)","in qa","When accesing the face recognition feature from Lola the Platform receives an Internal Server Error Causing the Mobile App to Missbehave during the CIP Process

The following is the context provided during the troubleshooting of this issue

Esa imagen deberia ser la cara solamente pero como no da error entonces la mandamos a comparar contra la selfie del usuario y eso nos termina dando Internal Server Error en el servicio de comparacion de caras
 
jorge trujilloya entiendo el error
ok
 
pero que era el 500 que nos reportaron?
 
porque este es otro caso 
 
Christian GalánEsa imagen deberia ser la cara solamente pero como no da error entonces la mandamos a comparar contra la selfie del usuario y eso nos termina dando Internal Server Error en el servicio de comparacion de caras
Aca te dije cual era el error 500
 
Aqui te paso el request si lo quieres pero como comente mas arriba yo creo que la razon es la imagen que nos regreso el servicio que corta las caras. 
RQ FaceMatch.txt
 
aaa si
 
ya trabajo en el de extraccion de rostro
 
tienes razon
 
Gracias
 
la verdad que estos errores estan es por el tema de la rotacion de rostro, causa mucho nuevo codigo, que genera revision nuevamente de QA , que no a ocurrido
 
tengo una solucion, te aviso cuando despliegue
 Ok gracias 
Christian Galán, ya quedo
 
avisame si pase alguna otra cosa
 
ok, gracias pruebo y si veo algo te aviso por aca. Ya quedo tmb en Prod ese fix jorge trujillo?
 

 
","[]","none","",0,0,"","","Thursday, September 4th 2025, 1:18:15 pm -03:00","Monday, September 8th 2025, 5:13:53 pm -03:00","","","Vanesa V. Vilas","Numi RaaS","Backlog Management Numi","Technical Requirements - TA RaaS","[]","[]","","[Technical Requirements - TA RaaS, 1.12.9 PEPPER (Events)]","[]","","","","","","",,0,"","","","[LOLA FACE REC, Backend]","","","","","RaaS","","","","","","","","","","","Bug","The user should be able to scan an ID either portrait or landscape with no issues and no error in the Face Recognition Feature
"
"Task","86dxm3j92","RAAS-5747","Handle missing scenario for receiving method definition","code complete","Context
I was identified in the analyis of issue Scenario 6 [RAAS-5552] Improving Prequote and confirmation Send Experience (https://app.clickup.com/t/1238940/RAAS-5634)
that there was yet another scenario not defined.

The scenario is as follows: 
When the recipient user has executed transaction with the same sender more than one payment method

It was defined that the scenario will be handled by selecting as recipient payment method, the last one used

Work to Be Done
The RAAS Middleware platform needs to incorporate a mechanism to identify the latest receiving method used, if there are more than one used between the same sender and receiver, and apply the last one used to the transaction, automatically
","[Hugo Truffe, Javier Comas]","none","Esta Tarea la revisamos con  @Javier Comas .  Fue resuelto en otro release, ademas en la  1.13.1 reportaron un bug sobre esta funcionalidad que se resolvió     86dxfjqch  ",1,0,"","","Thursday, August 28th 2025, 1:07:47 pm -03:00","Monday, September 15th 2025, 11:22:43 am -03:00","","","Vanesa V. Vilas","Numi RaaS","Backlog Management Numi","Technical Requirements - TA RaaS","[]","[]","","[Technical Requirements - TA RaaS, 2.X TANGERINE]","[]","[HWAY SEND] Related RAAS-5552 - Scenario 6 FAILS in RECEIVING METHOD displayed: https://app.clickup.com/t/86dxfjqch)","","","","","",,0,"","","","[RaaS-Backend, Mobile]","1.14.0","","","","RaaS","","","","","","","","","","","Task","When the sender and recipient have already existing transactions between them and with nore than one payment method, the last recipient payment method use will automatically be selected for the transaction
"
"Task","86dxhjvxh","RAAS-5640","Add Service Error Alarm for Integration with Lola Image Services","Closed","Context
It was identified duriing productin testing that the Integration with Lola Image Services did not include the Alarms to TI when there is an Error in the Service, this is not correct as if for any reason the integration with Lola fails, or the service throws error, the TI team needs to be aware to take the necesary actions (e.g. re-start the service or other troubleshooting)

Work to be Done
The Platform needs to add the Alarm for Service Error when the Lola Image Service return an error that is not relted to the logic, or results, but to the Service Behaviour  (for example Internal Server Error or other response different than 200)
The Alarms will need do be triggered for the following services
OCR (image data capture from Photo Id and user face capture)
Image (handling and comparison of images, for both images photo id and user face capture, including face match and face crop)
Proof of Life (access to third party, Iproov proof of life features and capturing the image of user's face)


","[Christian Galán]","HIGH","Closing as this was validated succesfuly in Production  ",1,0,"","","Monday, August 18th 2025, 2:52:30 pm -03:00","Friday, August 29th 2025, 4:37:57 pm -03:00","Friday, August 29th 2025, 4:36:46 pm -03:00","Friday, August 29th 2025, 4:36:36 pm -03:00","Vanesa V. Vilas","Numi RaaS","Backlog Management Numi","Technical Requirements - TA RaaS","[]","[]","[prod-testing-required, non-qa, hot-fix]","[Technical Requirements - TA RaaS, 1.12.8 PEPPER Bug Fixing, Kanban R&D]","[]","","","","","","",,0,"","1.12.8","","[Backend]","1.12.7","","","","RaaS","","","","Pepper","","","","","","","Platform Enhancement","this is a non-qa task, needs to be validated in prod by IT team
"
"Task","86dxh030g","RAAS-5637","Handle Errors in UI when Billing Address is not Correct","Closed","Context
since the full feature for the re-attempts for the billing address will be delivered in a ltaer release (see = [ADD CARD] - Add billing address request when AVS is false (https://app.clickup.com/t/1238940/RAAS-3998) ) it is necessary to add a mechanism at UI level to handle the errors with only one attempt, which is the current status of the implementation of Billing Address handling in card validation, to avoid create confusion in the user when Billintg Address screen is presented

Work to be Done
The Mobile layer needs to implement the handling of error w with the UX details mentioned below

See below the UX details, note that the strikethrough information is not part of the scope of this task
UX Requirement
Error alerts (Toasts)

When the user enters the billing address and it is wrong but still has the chance to enter a new billing address - before the limit is triggered (2 tries to enter billing address)- Goes to entering the address screen




EN
ES 
FR
Billing address doesn’t match your card. Please  try again.
La dirección de facturación no coincide con tu tarjeta. Inténtalo de nuevo.
L’adresse de facturation ne correspond pas à votre carte. Veuillez réessayer.
When the user enters the billing address and it is wrong and has reached the limit (goes to card)



EN
ES
FR
Billing address did not match. Please use another card.
La dirección de facturación no coincidió. Usa otra tarjeta.
L’adresse de facturation ne correspond pas. Utilisez une autre carte.

","[]","none","Validated over Hway Ask & Send 1.12.8 Regen w/new Libs in the following devices/ Platforms/ OS versions:   IPhone 14 Plus/ IOS 18.6 -  Working OK   Moto G15/ Android 15 -  Working OK  ",5,0,"","","Thursday, August 14th 2025, 5:54:07 pm -03:00","Thursday, August 21st 2025, 9:42:42 am -03:00","Thursday, August 21st 2025, 9:42:42 am -03:00","Thursday, August 21st 2025, 9:42:42 am -03:00","Vanesa V. Vilas","Numi RaaS","Backlog Management Numi","Technical Requirements - TA RaaS","[]","[]","","[Technical Requirements - TA RaaS, 1.12.8 PEPPER Bug Fixing]","[]","","","","","","",,0,"","","","[Mobile]","","","","","RaaS","","","","","","","","","","","UX Enhancement","When the user provides a billing address and it is not valid, the user will be presented with the form to enter new card details, and a toast explaining the error will be displayed


"
"Task","86dxgx1wg","RAAS-5635","Update limits in QA to allow smoother testing","Closed","Context
It was identified that the limits in QA environment are causing the QA team work to be much difficult due to the fact that the limits are to tight

It was required by   that the limits are multiplied by 20

The changes will be performed manually at DB Level as suggested by   

Work to Be Done
The limts will be updated manually in the DB, for the limits identifier highlited in yellow in the RAAS Limits Sheet, in the QA Manual Changes 1.12.8 tab

See reference Sheet =   
","[]","none","IMPORTANTE: Sólo se cambiaron los límites máximos, considerar que los de tipo  Transaction  NO SON CONSISTENTES con el límite de máximo de los corredores.     También se actualizaron los límites por relación.  ",1,0,"","","Thursday, August 14th 2025, 1:23:43 pm -03:00","Wednesday, August 20th 2025, 12:41:05 pm -03:00","Wednesday, August 20th 2025, 12:41:05 pm -03:00","Wednesday, August 20th 2025, 12:41:05 pm -03:00","Vanesa V. Vilas","Numi RaaS","Backlog Management Numi","Technical Requirements - TA RaaS","[]","[]","","[Technical Requirements - TA RaaS, 1.12.8 PEPPER Bug Fixing, Kanban R&D]","[]","","","","","","",,0,"","1.12.8","","[Backend]","","","","","RaaS","","","","","","","","","","","Task","When executing transactions, the allowed limits should respond to the reference sheet / corresponding tab.
"
"Task","86dxge4fv","RAAS-5631","Ticket for Ofac Scan at CRB has the wrong data","code complete","Context
It was identified during production testing that the ticket that is sent when the CRB Ofac Scan Process returns a hit (previous the execution of the push transaction) had the wrong information and was delivered to the wrong team

Work to be Done
change the information and the recipient of the ticket triggered when ofac scan at crb returns hit to comply with the original requirement = Trigger Operations Ticket when OFAC Screening returns hit in recipient's Card (https://app.clickup.com/t/1238940/RAAS-4931) 

Evidence
the following was sent in production testing as a ticket triggered for an OFAC Hit, I've highlited the areas that are wrong


Ambiente  :  produccion
Mobile    :  17866891828
Name    :  Carolina
Lastname  :  Speroni
Email    :  
Internal_Description  :  DestinationPaymentMethodExists (recipient user +5215527379410)
Device_OS  :  iOS
Error_code  :  
Status  :  Open
Transaction_ID  :  JeSJkE
Correlation_ID  :  81cfbd61-31bc-4b5b-8dc8-bbd635db8f5c
Subject  :  Operation OnHold due to failure
ID_Cuenta  :  
ID_Tipo_Tarjeta  :  
Ticket_Type  :  Automatic Report}
wolkvox-token  :  7b6c656170666163746f722d707275656261737d2d7b32303232303131373132313435397d
operation  :  wllc-leapfinancial
module  :  Nomas_cash}""
 
 
RESPONSE  :  
 ""{code  :  200
error  :  null
msg  :  Succesfully create record
data  :  {wolkvox_id  :  689a6114beef551bf708e4e6}}""
","[]","none","QA rejected - verified with  @Vanesa V. Vilas   Needs Acceptance and/or way of repro/validate  ",1,0,"","","Tuesday, August 12th 2025, 7:05:16 pm -03:00","Friday, November 28th 2025, 4:53:49 pm -03:00","","","Vanesa V. Vilas","Numi RaaS","Backlog Management Numi","Technical Requirements - TA RaaS","[]","[]","[prod-testing-required, non-qa]","[Technical Requirements - TA RaaS, 1.12.8 PEPPER Bug Fixing]","[]","","","","","","",,0,"","1.12.5","","[Backend]","","","","","RaaS","","","","Pepper","","","","","","","Bug",""
